file	F	P	R	F.tag	P.tag	R.tag	TP	FP	FN	TP.tag	FP.tag	FN.tag
20120112_medicalxpress.com_dca594b0d3bee481b3ace56bdba6f1d55f4bf62c2e78aad13f2121be	77.03	83.28	71.65	0.00	0.00	0.00	503	101	199	0	6	8
20120117_www.cbc.ca_1db9a3fe019e11e392aebc86ca7bd63b11ec2c4e7fd0bea2a421e98c	83.35	77.62	90.00	0.00	0.00	0.00	378	109	42	0	10	12
20120117_www2.canada.com_768405a9cf2dadc2769a56edb9fc57549c7d628cb373c38b75f12919	79.85	73.17	87.87	0.00	0.00	0.00	210	77	29	0	8	9
20120112_www.telegraph.co.uk_773824591d924ebde22bf3e709e355466c64015956ebded4595ca892	65.83	77.84	57.03	0.00	0.00	0.00	418	119	315	0	18	28
20111215_www.dailymail.co.uk_7c9b923c2051007465a44b4b1ab66f37fe7f273adbf47ea20c5efb95	73.72	67.57	81.09	0.00	0.00	0.00	373	179	87	0	12	18
20111215_www.bbc.co.uk_03e7bd4c10f54b7af926369ff843d86668ea229d4dd7026bbea5fc4e	80.27	76.19	84.82	0.00	0.00	0.00	352	110	63	0	15	19
20120117_www.langleyadvance.com_c094f71e549e47744144566197f0abf73ca1eb707ff060e3a7c068da	86.34	82.73	90.27	0.00	0.00	0.00	594	124	64	0	23	23
20111215_www.squidcard.com_714e53ab0bff1684b6fbd242c45b85b57564ef44e5d5b1f25609b3ea	85.96	84.51	87.46	0.00	0.00	0.00	300	55	43	0	1	13
20120117_www.dailymail.co.uk_905874e9183dbcee4b84cb6c3f533cee6b0e814d39a50100fa3e9ca0	66.83	75.72	59.80	0.00	0.00	0.00	418	134	281	0	15	27
20120117_www.cbc.ca_1c7a295ecb833dbabc9f3cb6df64331739f50f5e467c61da22a89d96	60.45	46.02	88.04	0.00	0.00	0.00	405	475	55	0	25	15
20120112_www.medicalnewstoday.com_4c0a5615e5b184879734f654b435da5a4b081e8a98c663ac18b51e70	79.88	72.30	89.25	0.00	0.00	0.00	415	159	50	0	0	12
20111215_news.stv.tv_3868f9a920e6afeaee5a4ad05a77fb2386c5b3738b549471e37acf50	83.08	78.81	87.84	0.00	0.00	0.00	383	103	53	0	17	17
20120117_www.ctv.ca_d2892bc031e361b72819e7d96a4daadcb17d0afb60e6bd19733dff65	85.45	81.29	90.06	0.00	0.00	0.00	417	96	46	0	14	15
20111215_www.bbc.co.uk_3a66abad09329b54c3dc699d80ce85384beb21ecf3d480f7bd1dd8f3	81.75	80.27	83.28	0.00	0.00	0.00	533	131	107	0	15	26
20120117_www.stuff.co.nz_cc415cc1a7f98456f362ad5d9d0f5768c4bfece11189bd576907fbb9	86.07	82.77	89.63	0.00	0.00	0.00	735	153	85	0	23	25
20120112_abcnews.go.com_7b2ea90b30176ca2e098e6e3a331dc3bcd6beb0216747a49b2fd9f07	80.62	72.43	90.90	0.00	0.00	0.00	599	228	60	0	20	19
20120112_boingboing.net_2156ac82499859c52b946dd08fd4049125d5db03b78a252bd99a827e	87.46	83.95	91.28	0.00	0.00	0.00	565	108	54	0	14	16
20120112_cmvlive.com_b02be15c980c375ec956cf6f1c9f265ea7807b112a901fdef80b25a8	88.24	84.56	92.25	0.00	0.00	0.00	964	176	81	0	33	33
20120112_www.cbc.ca_3d0724e574ef5beec2407286148b10363daffed804199cf0cbe28b06	80.80	75.62	86.74	0.00	0.00	0.00	242	78	37	0	9	10
20120117_www.vocm.com_1f56795a46048751504db2ae132b6e49c057205e76a3a5f61f81ab85	73.11	66.41	81.31	0.00	0.00	0.00	87	44	20	0	2	3
20120117_www.indianexpress.com_7533df9985a7e604c04952d27e24f4d3d3d4a8e2b5ec810cd9352760	76.99	66.10	92.17	0.00	0.00	0.00	353	181	30	0	3	5
20120117_www.bbc.co.uk_0711524886a0068794cb31a55a2f3b3fbc82b501f7e46fb84581a3e1	83.14	79.26	87.41	0.00	0.00	0.00	493	129	71	0	20	23
20120117_www.rte.ie_0588a81cedf5f3db088bd632512682241a0d6ea97d3ea4c0c3cd02fb	84.81	81.96	87.88	0.00	0.00	0.00	377	83	52	0	17	20
20120117_www.digitaljournal.com_b09361ea8ad05070e41243e4b1683ee7a51c5c7490138d8a9959f967	84.36	83.33	85.42	0.00	0.00	0.00	410	82	70	0	0	11
20120112_www.medicalnewstoday.com_0d4f2d84bf8fc9e3bb097865447abd0246a26175b6cf6dc3442e997c	84.37	81.38	87.58	0.00	0.00	0.00	529	121	75	0	0	19
20120117_www.sundaytimes.lk_2487e3d3adadb2a5b545433f20eda72bb6989b9ee1b9acace784c93c	92.42	90.65	94.26	0.00	0.00	0.00	756	78	46	0	15	18
20120117_www.montrealgazette.com_a00fae0797653465b25ac1a13bcde9e485b514421c4cba8c2c2e196c	85.50	83.60	87.50	0.00	0.00	0.00	581	114	83	0	15	18
20120112_www.wctv.tv_dd68b342550c281cd298181258a33c400869d5839c47ccda0d20dbef	0.89	1.80	0.59	0.00	0.00	0.00	2	109	335	0	0	9
20120112_www.dailymail.co.uk_c7d3f6443d15e3e8b751d734c063d919bf90ddb5735ceab36b6a1320	67.47	57.60	81.42	0.00	0.00	0.00	644	474	147	0	33	29
20120112_www.latimes.com_9fa8e2c8423350080ea1cde836f5a140d026cdb7b2c8030d52023479	77.86	77.11	78.62	0.00	0.00	0.00	320	95	87	0	0	11
20120112_mobihealthnews.com_e0281a435ccce60a61a8046c519d57be049fffc3e8b44c21c87976e5	86.45	82.60	90.68	0.00	0.00	0.00	584	123	60	0	13	15
20120117_www.straitstimes.com_bd59413015818e41702e70acee39591dd6c12b52dd4c4e1df12fd833	64.44	52.49	83.45	0.00	0.00	0.00	116	105	23	0	4	6
20120112_www.inpharm.com_6e18f109719fb4aefa4da84792800594e38ea3227bb27066de7fe10f	71.87	61.81	85.84	0.00	0.00	0.00	382	236	63	0	17	19
20120117_www.google.com_54167310f35c90568e351f22718af2dc78f4b552976150e79d78e1f4	87.00	82.83	91.61	0.00	0.00	0.00	415	86	38	0	10	11
20120117_www.inpharm.com_13cb4a94a2af912370425c72652866dde00b4a67607b08a8969f0da7	70.65	59.44	87.08	0.00	0.00	0.00	337	230	50	0	13	15
20111215_www.webmd.com_72fa7465e3530407517fefa9a2ad2857103e31185e0007520828d1ab	85.45	81.66	89.62	0.00	0.00	0.00	561	126	65	0	17	21
20120117_www.heraldscotland.com_998648fa54f1a5e658f33d51eaa231745078400669f2affaa69b117e	18.01	39.39	11.68	0.00	0.00	0.00	39	60	295	0	2	13
20120112_www.independent.co.uk_8a8296e812a999e1bfa78ac3986f76676160111381e627c8e020f33f	84.83	77.66	93.47	0.00	0.00	0.00	730	210	51	0	16	16
20120112_calgary.ctv.ca_011a082345b3ea8b74fb5e7a126df7c3c577899170d821748d85b2f3	82.14	75.48	90.09	0.00	0.00	0.00	391	127	43	0	12	13
20120117_www.bayofplentytimes.co.nz_1b02a85be013542b49f5462100cd39f556fc6d289c7992aa4516db81	62.01	48.80	85.04	0.00	0.00	0.00	324	340	57	0	2	17
20120112_www.walesonline.co.uk_c74de3f2c3597ac5a357a970261183f1c40796d56c78aab8804648cf	85.47	80.74	90.80	0.00	0.00	0.00	612	146	62	0	20	22
20120117_www.timescolonist.com_d30fb2248f49e66acdcf2f56609771cc53758577da2ce8122c2b594e	85.41	81.45	89.78	0.00	0.00	0.00	527	120	60	0	21	22
20120117_www.publicservice.co.uk_683dca4bb6eee80acfac2190184fa833cc3537974475a827280ad603	89.20	88.28	90.14	0.00	0.00	0.00	384	51	42	0	0	9
20120112_www.newsnet5.com_a339ef70684390395b35975a87f0da722f6ed87b9000cf614fe53f61	66.35	54.94	83.73	0.00	0.00	0.00	139	114	27	0	6	8
20120112_www.telegraph.co.uk_9adb8d607dc4fbf1b30f508947f1c9187bf004627c748562e32f5a05	60.95	80.06	49.21	0.00	0.00	0.00	249	62	257	0	7	20
