file	F	P	R	F.tag	P.tag	R.tag	TP	FP	FN	TP.tag	FP.tag	FN.tag
20120106_www2.rizospastis.gr_d0eac29f1bac96e9ce4b5f20f280d7114946f07311a907d9cafcbe5f	43.96	29.16	89.26	0.00	0.00	0.00	615	1494	74	0	19	11
20111124_www.express.gr_5b7195d8167087d0cac73874900dbaf94452577d900c917daddc2049	5.48	2.82	94.49	0.00	0.00	0.00	514	17692	30	0	0	12
20120106_www.tovima.gr_1eb5534d2cbe955ec6ae37fd69543c89eb1ad465f855145f167ccd90	9.79	5.20	84.38	58.33	58.33	58.33	270	4927	50	7	5	5
20120106_www2.rizospastis.gr_df3146054cbda7e9058cbba3a075af40f57fc82b67ea721da0305cbf	21.69	12.37	87.87	0.00	0.00	0.00	210	1487	29	0	12	4
20111126_www.express.gr_6219a1e1667df8fd3c1a6986603d18290530ce62404ca1b9ede5f401	6.24	3.23	93.96	0.00	0.00	0.00	591	17708	38	0	0	11
20111209_www.express.gr_46ec12e526b67d96ff38821c694d5361d8be99ade2067b8430e7b960	1.21	0.61	83.85	0.00	0.00	0.00	109	17704	21	0	0	6
20120104_www.express.gr_3bae953f5cb76346e8647bca0efc48cbe7043f275b43b20128766f8e	2.72	1.38	84.98	0.00	0.00	0.00	181	12925	32	0	0	9
20111229_www.express.gr_b611ea42be0555cfff74b352778168e2970dfefc4b9e88492e7bb17f	5.34	2.75	94.89	0.00	0.00	0.00	501	17734	27	0	0	10
20120105_health.in.gr_9aff1149c40ef5839c0c58532ceac309a5ea459588a12c3a24408ea2	10.51	5.58	90.29	0.00	0.00	0.00	307	5197	33	0	5	11
20120106_www.tanea.gr_2743af7d3edc812bc1f95226dd820db129f103e1fdcbab4747d48ca2	11.79	6.30	91.80	42.11	33.33	57.14	224	3333	20	4	8	3
20111110_www.express.gr_fc9eda2e0ff459066717f3a54e84e0562bbbabbd8c77424f5111d1b6	4.76	2.44	94.85	0.00	0.00	0.00	442	17674	24	0	0	8
20111118_www.express.gr_b1d00a3c56c49cd86bcf9653724333eb6a71e93b6da21e030198d6c0	4.79	2.46	92.72	0.00	0.00	0.00	446	17698	35	0	0	11
20120106_www.tovima.gr_7abd8f795d5f410943446e48770f6a123cfddb0f827dd8ca705708d2	4.67	2.41	82.13	0.00	0.00	0.00	216	8762	47	0	1	12
20120106_www2.rizospastis.gr_2a18d89155f262735d35e82738c20f88b2c5aed7ad87a9cd672b5df9	10.11	5.39	80.20	0.00	0.00	0.00	81	1421	20	0	10	2
20120106_www.ethnos.gr_3b5f67cacc3ead1a2b0f7ea99e704b65e0b723d7cb2e54b567099190	5.16	2.66	88.31	66.67	80.00	57.14	204	7478	27	4	1	3
20120106_www.gazzetta.gr_ea4afc824e8faac366c2da2ece24ca990251ccdd555ea51a8e647efb	3.07	1.56	83.45	36.36	28.57	50.00	121	7621	24	4	10	4
20111230_www.express.gr_c0f338f1ae6dc751438af63bf1597e1d3d616482420662d253c1735f	2.12	1.07	87.27	0.00	0.00	0.00	192	17727	28	0	0	9
20111108_www.express.gr_f55f99a0ba28eafd617327ce280104e26403c489240a5b6a8f695838	2.04	1.03	90.64	0.00	0.00	0.00	184	17669	19	0	0	6
20120106_www2.rizospastis.gr_472bebbb3bde3519feba48dd832bf5562f2a8ffe11b80578ef8cd451	10.88	5.83	81.30	0.00	0.00	0.00	100	1615	23	0	15	3
20111111_www.express.gr_5d294cfc699d671a0633d111cc97695081f6aba0650e82835d755410	5.62	2.89	95.82	0.00	0.00	0.00	527	17677	23	0	0	8
20120106_www.rizospastis.gr_a5dd180392c350fc5216a1d567f4f5f10801947349d28f25e9103517	20.95	11.81	92.77	0.00	0.00	0.00	231	1725	18	0	10	2
20120105_www.tovima.gr_2f30505d76bbd9e1d9623994c0e7eb30b9562e336f001aed304ce056	13.90	7.55	87.73	0.00	0.00	0.00	386	4728	54	0	1	11
20120106_www2.rizospastis.gr_cc72f28afe32a750460efbacbda4d57b6edff351688288a36a59523f	18.03	10.04	88.24	0.00	0.00	0.00	165	1478	22	0	12	3
20111220_www.express.gr_7d9d7f5bab474e00ca1586c589abfda1c4b0155a7ba8cbca568097a2	5.28	2.72	93.94	0.00	0.00	0.00	496	17753	32	0	0	12
20111107_www.express.gr_a22334a5897264c602d403563a377b23fe209d1eaa1e49c06510ca16	2.61	1.32	88.10	0.00	0.00	0.00	237	17665	32	0	0	8
20120106_www.imerisia.gr_a2be2693cc9f782331507fb88a7ca0d4e2dab3c9785a50d64606b5e8	20.71	11.65	93.52	11.76	14.29	10.00	462	3505	32	1	6	9
20120106_www2.rizospastis.gr_92c6d53173a3dde62f6b1f10e9bc3d63ad18a1fbfc0593cf938cd84c	20.58	11.59	91.80	0.00	0.00	0.00	235	1793	21	0	11	3
20120106_www1.rizospastis.gr_6324ccce3bf2584356381cf2d0a9f6b1ec45b8e85264a46283e22608	31.48	18.98	92.05	0.00	0.00	0.00	336	1434	29	0	13	5
20120106_www2.rizospastis.gr_a0f860cb41ae2c3b953cf235d185cf1712018cc407b444ab1e827c1b	23.62	13.70	85.76	0.00	0.00	0.00	253	1594	42	0	14	6
