file	F	P	R	F.tag	P.tag	R.tag	TP	FP	FN	TP.tag	FP.tag	FN.tag
20120117_www.globalpost.com_79a4dd9737349e7695e9f386a54b849a1e025e959db8a50954f798fb	15.75	8.64	89.01	57.14	57.14	57.14	251	2654	31	4	3	3
20120117_timesofindia.indiatimes.com_22c1d64206e29a0dca411ee86f44ea616b8f8ac5c652cf30f2382385	15.65	8.53	94.42	83.33	100.00	71.43	220	2358	13	5	0	2
20120112_www.msnbc.msn.com_816efc90821d446121da0919d604c25bcf609dcdae1315719001cf5e	24.97	14.33	96.62	62.22	56.00	70.00	543	3245	19	14	11	6
20120117_www.theglobeandmail.com_2f8c4f3e053f8a1c6f1e3c029d13a4535cfedff37081e875c2409398	8.70	4.59	84.77	66.67	66.67	66.67	384	7991	69	10	5	5
20120117_theuptowner.org_5e03c90055896adb8d8f3cba18a5ecf4b076702f7d9805c8b9a81422	50.99	34.45	98.06	80.00	73.33	88.00	1061	2019	21	22	8	3
20120117_www.dailymail.co.uk_868c9443878fc41941fe65a4574ec9b012d876912874d4247b4b4258	6.12	3.19	76.03	0.00	0.00	0.00	314	9537	99	0	22	16
20120117_ottawa.ctv.ca_185d58d6bafc8849152ce0430eeb8d243450e52025686429eca85123	6.83	3.54	97.00	63.16	48.65	90.00	517	14080	16	18	19	2
20120117_www.foxnews.com_afd88d9ff26bde569ad8578614c9b61beaf56abf288bb42f8caf09d6	11.37	6.05	93.99	50.00	37.50	75.00	219	3400	14	6	10	2
20120117_www.radaronline.com_9184f5362e8be57a8f73f6a649b1511854ff899f95d144a59ad4d7b1	18.64	10.39	90.04	52.63	40.00	76.92	253	2181	28	10	15	3
20120112_www.publicservice.co.uk_971d853591cd37f6c9521317f8ef61a1f3915dcb903c30626a9cf5dd	25.94	15.21	87.94	0.00	0.00	0.00	248	1382	34	0	0	6
