file	F	P	R	F.tag	P.tag	R.tag	TP	FP	FN	TP.tag	FP.tag	FN.tag
20111207_www.biolog.pl_039e473555c4ee6a818fbd7ac007c8edc8407155a9cd534dfb0abe80	15.50	8.60	78.21	24.00	16.67	42.86	140	1488	39	3	15	4
20111121_www.biolog.pl_9980d6f12306d6298998081e86bb04eda8871ee02475d66069bc48bc	28.82	17.47	82.29	43.24	30.77	72.73	316	1493	68	8	18	3
20120106_muzyka.wp.pl_27dde6b4ad8afb870a40611095ed96f784f86363b9a50884b6922a52	10.06	5.33	89.32	0.00	0.00	0.00	184	3268	22	0	8	5
20120106_www.rynekzdrowia.pl_f07b63d1c1fbbffcd623b0c5bd041de2120ee38f6929245adcff13b1	10.21	5.40	92.86	28.57	17.39	80.00	156	2733	12	4	19	1
20120102_www.zdrowiutko.info_8fdeaf9b0d19545adf1ddf5ad311ad8674e16dd71661286e59b037da	59.81	43.73	94.60	5.88	14.29	3.70	1262	1624	72	1	6	26
20111207_www.biolog.pl_2f300e5dfb93afb536e83060ca4844e5758ce50af3bf9e2bd91a8b77	18.00	10.17	78.08	0.00	0.00	0.00	171	1510	48	0	18	7
20111209_www.we-dwoje.pl_236b1a486c6395f60ac9a1d2949131e949716add254e677ecff3eed1	26.01	15.18	90.82	61.54	66.67	57.14	455	2543	46	4	2	3
20120105_www.we-dwoje.pl_c8178c22e2659f9cda5210eb3439f5f78b92fd959a8645e57473286d	12.16	6.54	86.62	22.22	50.00	14.29	233	3330	36	1	1	6
20111207_www.biolog.pl_1217f2298aedb3f437a8ad8f951d4a5fd72f73453f3a1ad483247983	23.07	13.67	73.94	7.41	5.56	11.11	244	1541	86	1	17	8
20120105_www.biolog.pl_7c3b047ae678cbf0aab0b7b7dfb357b3d41868b90f16f3b227a3c491	29.20	17.64	84.68	0.00	0.00	0.00	326	1522	59	0	18	9
20120106_www.wprost.pl_21e626fb65ed1a7fb963e34d155730c2ecec3dcf1e25e2ebbbabdf8b	4.60	2.36	90.15	36.36	33.33	40.00	183	7572	20	2	4	3
20120106_odkrywcy.pl_118b87b6df1d2f9b54f7dc4d1ec4e324e03c849d937da26bc9124621	19.96	14.52	31.94	0.00	0.00	0.00	603	3550	1285	0	30	39
20120106_www.gazetawroclawska.pl_41a7b3773550523a9741d29845aaaee9e977bdfd01901850f9563329	11.67	6.27	84.92	0.00	0.00	0.00	411	6146	73	0	16	19
20111209_www.we-dwoje.pl_10b733980c25f2a66e72829b7d261ddd42f4c3e67a5f7c5978612f6f	15.74	8.64	88.09	33.33	40.00	28.57	244	2580	33	2	3	5
20120106_www.rmf24.pl_0ead2c203e6c19b561b33611f02c7d063f9ee982711b42c189ee379b	4.67	2.41	74.87	17.39	10.26	57.14	143	5785	48	4	35	3
20111207_www.we-dwoje.pl_8f8c807ff49395090156aaad05fee467b41e8fb8350797aa9b3fb6ed	16.37	9.09	82.32	42.86	42.86	42.86	270	2701	58	3	4	4
20120104_logistyka.wnp.pl_1a2b9317832fc29d27bf3def9869618269324b72112703262abb02b4	7.21	3.76	85.23	5.13	2.82	28.57	150	3837	26	2	69	5
20120106_www.polityka.pl_a968e5c26adf05f5e02deb714aec4e100ab3a84c1ef6c301c9593c0f	13.41	7.99	41.80	42.42	50.00	36.84	431	4964	600	7	7	12
20120105_www.we-dwoje.pl_e625543235be76da7b1f4ff546b3aa4f3b23e6ae398fc4e90524e010	16.79	9.36	81.23	10.53	33.33	6.25	290	2807	67	1	2	15
